com.samsung.shealth.step_daily_trend,6311013,6,,,,,,,,,,
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
313294ac-b8d8-4e66-b86c-e3f14f05c410.binning_data.json,2024-04-04 17:07:24,2024-04-04 10:33:08,com.sec.android.app.shealth,-2,10446,1.4707605,8054.411,370.42984,VfS0qUERdZ,com.sec.android.app.shealth,313294ac-b8d8-4e66-b86c-e3f14f05c410,1712188800000
901e60e5-22b0-47be-ab9c-a38aefd20ae7.binning_data.json,2024-04-04 23:00:02,2024-04-04 23:00:02,com.sec.android.app.shealth,106,10446,1.4707605,8054.411,370.42984,w0vQtxj0o5,com.sec.android.app.shealth,901e60e5-22b0-47be-ab9c-a38aefd20ae7,1712188800000
b05326e3-f84f-4183-8b9f-aed763e75b20.binning_data.json,2024-04-06 00:51:34,2024-04-05 09:55:02,com.sec.android.app.shealth,-2,9481,1.5258225,7383.719,332.97986,VfS0qUERdZ,com.sec.android.app.shealth,b05326e3-f84f-4183-8b9f-aed763e75b20,1712275200000
81d14f36-519e-4ea0-8815-da925b00ce2b.binning_data.json,2024-04-06 23:00:02,2024-04-05 23:00:02,com.sec.android.app.shealth,106,9481,1.5258225,7383.719,332.97986,w0vQtxj0o5,com.sec.android.app.shealth,81d14f36-519e-4ea0-8815-da925b00ce2b,1712275200000
82429d4a-3398-45f1-841d-a03efbe3f2f9.binning_data.json,2024-04-06 18:42:59,2024-04-06 13:04:46,com.sec.android.app.shealth,-2,11657,1.5186938,9063.053,414.0999,VfS0qUERdZ,com.sec.android.app.shealth,82429d4a-3398-45f1-841d-a03efbe3f2f9,1712361600000
ce0ac721-ab28-40f2-9979-2aff7df7fcac.binning_data.json,2024-04-06 23:00:02,2024-04-06 23:00:02,com.sec.android.app.shealth,106,11657,1.5186938,9063.053,414.0999,w0vQtxj0o5,com.sec.android.app.shealth,ce0ac721-ab28-40f2-9979-2aff7df7fcac,1712361600000
e7e636b2-81f4-432d-8fd8-ac8272beca46.binning_data.json,2024-04-07 20:39:15,2024-04-07 17:54:26,com.sec.android.app.shealth,-2,19684,1.4724978,15212.362,721.5607,VfS0qUERdZ,com.sec.android.app.shealth,e7e636b2-81f4-432d-8fd8-ac8272beca46,1712448000000
b9ef4f51-f956-48ef-95f9-c21fb6ffa39e.binning_data.json,2024-04-07 23:00:02,2024-04-07 23:00:02,com.sec.android.app.shealth,106,19684,1.4724978,15212.362,721.5607,w0vQtxj0o5,com.sec.android.app.shealth,b9ef4f51-f956-48ef-95f9-c21fb6ffa39e,1712448000000
ab6624f8-75b8-469a-8de2-13c5534c0ed7.binning_data.json,2024-04-08 17:33:08,2024-04-08 13:42:01,com.sec.android.app.shealth,-2,8938,1.57905,7021.6675,316.4498,VfS0qUERdZ,com.sec.android.app.shealth,ab6624f8-75b8-469a-8de2-13c5534c0ed7,1712534400000
fee393ce-76a5-48ef-b43f-7c40cc406baa.binning_data.json,2024-04-08 23:00:01,2024-04-08 23:00:01,com.sec.android.app.shealth,106,8938,1.57905,7021.6675,316.4498,w0vQtxj0o5,com.sec.android.app.shealth,fee393ce-76a5-48ef-b43f-7c40cc406baa,1712534400000
b6eeeaf4-476a-4c6e-9e4e-2f7b1b9126ef.binning_data.json,2024-04-09 18:53:33,2024-04-09 16:17:04,com.sec.android.app.shealth,-2,4469,1.5843207,3511.7207,156.30997,VfS0qUERdZ,com.sec.android.app.shealth,b6eeeaf4-476a-4c6e-9e4e-2f7b1b9126ef,1712620800000
a8960059-329c-45c1-b5fe-3ed4f2e927bb.binning_data.json,2024-04-17 09:32:01,2024-04-16 02:32:19,com.sec.android.app.shealth,-2,3028,1.4394492,2329.2998,109.97997,VfS0qUERdZ,com.sec.android.app.shealth,a8960059-329c-45c1-b5fe-3ed4f2e927bb,1713052800000
78589b49-1417-4f1e-bab9-fd483d59a54d.binning_data.json,2024-04-16 02:32:19,2024-04-16 02:32:19,com.sec.android.app.shealth,-2,13310,1.5190797,10360.769,475.43973,VfS0qUERdZ,com.sec.android.app.shealth,78589b49-1417-4f1e-bab9-fd483d59a54d,1712707200000
44862096-3f2e-4c21-93a4-7be8a52bd46b.binning_data.json,2024-04-16 02:32:20,2024-04-16 02:32:20,com.sec.android.app.shealth,-2,23,1.8565141,18.64,0.77,VfS0qUERdZ,com.sec.android.app.shealth,44862096-3f2e-4c21-93a4-7be8a52bd46b,1712793600000
da7203c9-5ff0-4d58-a207-dc0e50c14d73.binning_data.json,2024-04-16 02:32:20,2024-04-16 02:32:20,com.sec.android.app.shealth,-2,19790,1.5923529,15671.024,736.2811,VfS0qUERdZ,com.sec.android.app.shealth,da7203c9-5ff0-4d58-a207-dc0e50c14d73,1712966400000
1194939f-08bd-4da5-b1e8-00d3f8ce8530.binning_data.json,2024-04-16 02:32:20,2024-04-16 02:32:20,com.sec.android.app.shealth,-2,13655,1.535294,10670.255,492.91006,VfS0qUERdZ,com.sec.android.app.shealth,1194939f-08bd-4da5-b1e8-00d3f8ce8530,1712880000000
18bd3bb4-72b2-4ef0-bcfc-4370886d4695.binning_data.json,2024-04-16 02:32:20,2024-04-16 02:32:20,com.sec.android.app.shealth,106,2733,1.4493294,2104.6204,98.979965,w0vQtxj0o5,com.sec.android.app.shealth,18bd3bb4-72b2-4ef0-bcfc-4370886d4695,1713052800000
e5d25b08-3b43-41a2-a77b-b3838b74ee6f.binning_data.json,2024-04-16 02:32:20,2024-04-16 02:32:20,com.sec.android.app.shealth,106,23,1.8565141,18.64,0.77,w0vQtxj0o5,com.sec.android.app.shealth,e5d25b08-3b43-41a2-a77b-b3838b74ee6f,1712793600000
