date_time,steps,speed_ms,distance_m,calorie
1970-01-01 00:29:28.953600,5905,1.4885417,4366.89,188.28
1970-01-01 00:29:28.953600,5304,1.6739175,4276.95,165.70999
1970-01-01 00:29:28.953600,5628,1.3891021,3918.19,186.76999
1970-01-01 00:29:29.040000,9917,1.6298952,7960.4,311.62997
1970-01-01 00:29:29.040000,9917,1.6298952,7960.4,311.62997
1970-01-01 00:29:29.126400,8171,1.6050453,6511.43,252.74998
1970-01-01 00:29:29.126400,8171,1.6050453,6511.43,252.74998
1970-01-01 00:29:29.212800,10020,1.6197141,8020.89,313.74
1970-01-01 00:29:29.212800,10020,1.6197141,8020.89,313.74
1970-01-01 00:29:29.299200,7806,1.61508,6229.6,241.82999
1970-01-01 00:29:29.299200,7806,1.61508,6229.6,241.82999
1970-01-01 00:29:29.385600,17669,1.8997494,15486.68,812.94995
1970-01-01 00:29:29.385600,15878,2.0577345,14652.37,756.07996
1970-01-01 00:29:29.385600,11296,1.8276349,9300.34,572.31
1970-01-01 00:29:29.472000,11206,1.3917978,8180.53,362.13998
1970-01-01 00:29:29.472000,9034,1.5573888,7157.19,282.47
1970-01-01 00:29:29.472000,10576,1.2794586,7224.84,348.41
1970-01-01 00:29:29.558400,13904,1.9169323,12264.87,706.95
1970-01-01 00:29:29.558400,10722,2.342738,10622.25,605.25
1970-01-01 00:29:29.558400,13079,1.790552,10794.8,657.65
1970-01-01 00:29:29.644800,9728,1.5556356,7673.0996,312.4
1970-01-01 00:29:29.644800,8679,1.605834,6913.4795,273.16998
1970-01-01 00:29:29.644800,1049,1.2110772,759.62,39.230003
1970-01-01 00:29:29.731200,8021,1.5569878,6326.23,249.70999
1970-01-01 00:29:29.731200,8021,1.5569878,6326.23,249.70999
1970-01-01 00:29:29.817600,8397,1.5787569,6617.38,258.78
1970-01-01 00:29:29.817600,8397,1.5787569,6617.38,258.78
1970-01-01 00:29:29.904000,7720,1.6167548,6141.2603,239.91
1970-01-01 00:29:29.904000,7720,1.6167548,6141.2603,239.91
1970-01-01 00:29:29.990400,6350,1.61342,5063.32,200.30998
1970-01-01 00:29:29.990400,6350,1.61342,5063.32,200.30998
1970-01-01 00:29:30.076800,11447,1.6204247,9117.76,359.44
1970-01-01 00:29:30.076800,11447,1.6204247,9117.76,359.44
1970-01-01 00:29:30.163200,14254,1.5911616,11217.72,435.15997
1970-01-01 00:29:30.163200,14254,1.5911616,11217.72,435.15997
1970-01-01 00:29:30.249600,12639,1.5284532,9953.689,395.28998
1970-01-01 00:29:30.249600,12639,1.5284532,9953.689,395.28998
1970-01-01 00:29:30.336000,8183,1.4374412,6370.38,257.41998
1970-01-01 00:29:30.336000,8183,1.4374412,6370.38,257.41998
1970-01-01 00:29:30.422400,19383,1.6013184,15462.249,608.82996
1970-01-01 00:29:30.422400,19383,1.6013184,15462.249,608.82996
1970-01-01 00:29:30.508800,4703,1.5984688,3839.77,157.62
1970-01-01 00:29:30.508800,4703,1.5984688,3839.77,157.62
1970-01-01 00:29:30.595200,7150,1.6018933,5706.96,226.87999
1970-01-01 00:29:30.595200,7150,1.6018933,5706.96,226.87999
1970-01-01 00:29:30.681600,8341,1.569157,6571.469,258.39996
1970-01-01 00:29:30.681600,8341,1.569157,6571.469,258.39996
1970-01-01 00:29:30.768000,9992,1.5069567,7851.3994,311.48996
1970-01-01 00:29:30.768000,9992,1.5069567,7851.3994,311.48996
