fb_date,fb_total_steps,fb_total_distance_km,fb_calories
4/22/2016,2824,1.87000000476837,1651
4/23/2016,9282,6.26000022888184,2132
4/24/2016,8905,7.13000011444092,1976
4/25/2016,6829,4.51000022888184,1909
4/26/2016,4562,3.03999996185303,1813
4/27/2016,10232,8.18000030517578,2008
4/28/2016,2718,1.79999995231628,1580
4/29/2016,6260,4.26000022888184,1854
4/30/2016,0,0.0,0
4/12/2016,7626,6.05000019073486,3635
4/13/2016,12386,9.81999969482422,4079
4/14/2016,13318,10.5600004196167,4163
4/15/2016,14461,11.4700002670288,3666
4/16/2016,11207,8.89000034332275,3363
4/17/2016,2132,1.69000005722046,2572
4/18/2016,13630,10.8100004196167,4157
4/19/2016,13070,10.3599996566772,4092
4/20/2016,9388,7.44000005722046,3787
4/21/2016,15148,12.0100002288818,4236
4/22/2016,12200,9.67000007629395,4044
4/23/2016,5709,4.53000020980835,2908
4/24/2016,3703,2.94000005722046,2741
4/25/2016,12405,9.84000015258789,4005
4/26/2016,16208,12.8500003814697,3763
4/27/2016,7359,5.84000015258789,3061
4/28/2016,5417,4.30000019073486,2884
4/29/2016,6175,4.90000009536743,2982
4/30/2016,2946,2.33999991416931,2660
5/1/2016,11419,9.0600004196167,3369
5/2/2016,6064,4.80999994277954,3491
5/3/2016,8712,6.90999984741211,3784
5/4/2016,7875,6.23999977111816,3110
5/5/2016,8567,6.78999996185303,3783
5/6/2016,7045,5.59000015258789,3644
5/7/2016,4468,3.53999996185303,2799
5/8/2016,2943,2.32999992370605,2685
5/9/2016,8382,6.65000009536743,3721
5/10/2016,6582,5.21999979019165,3586
5/11/2016,9143,7.25,3788
5/12/2016,4561,3.61999988555908,1976
4/12/2016,5014,3.91000008583069,2650
4/13/2016,5571,4.34999990463257,2654
4/14/2016,3135,2.45000004768372,2443
4/15/2016,3430,2.6800000667572,2505
4/16/2016,5319,4.15000009536743,2693
4/17/2016,3008,2.34999990463257,2439
4/18/2016,3864,3.00999999046326,2536
4/19/2016,5697,4.44000005722046,2668
4/20/2016,5273,4.1100001335144,2647
4/21/2016,8538,6.65999984741211,2883
4/22/2016,8687,6.78000020980835,2944
4/23/2016,9423,7.34999990463257,3012
4/24/2016,8286,6.46000003814697,2889
4/25/2016,4503,3.50999999046326,2547
4/26/2016,10499,8.1899995803833,3093
4/27/2016,12474,9.72999954223633,3142
4/28/2016,6174,4.82000017166138,2757
4/29/2016,15168,11.8299999237061,3513
4/30/2016,10085,7.86999988555908,3164
5/1/2016,4512,3.51999998092651,2596
5/2/2016,8469,6.6100001335144,2894
5/3/2016,12015,9.36999988555908,3212
5/4/2016,3588,2.79999995231628,2516
5/5/2016,12427,9.6899995803833,3266
5/6/2016,5843,4.55999994277954,2683
5/7/2016,6117,4.76999998092651,2810
5/8/2016,9217,7.19000005722046,2940
5/9/2016,9877,7.69999980926514,2947
5/10/2016,8240,6.42999982833862,2846
5/11/2016,8701,6.78999996185303,2804
5/12/2016,0,0.0,0
4/12/2016,2564,1.63999998569489,2044
4/13/2016,1320,0.839999973773956,1934
4/14/2016,1219,0.779999971389771,1963
4/15/2016,2483,1.5900000333786,2009
4/16/2016,244,0.159999996423721,1721
4/17/2016,0,0.0,1688
4/18/2016,0,0.0,1688
4/19/2016,0,0.0,1688
4/20/2016,3147,2.00999999046326,2188
4/21/2016,144,0.0900000035762787,1720
4/22/2016,4068,2.59999990463257,2419
4/23/2016,5245,3.35999989509583,2748
4/24/2016,400,0.259999990463257,1799
4/25/2016,0,0.0,1688
4/26/2016,1321,0.850000023841858,1928
4/27/2016,1758,1.12999999523163,2067
4/28/2016,6157,3.94000005722046,2780
4/29/2016,8360,5.34999990463257,3101
4/30/2016,7174,4.59000015258789,2896
5/1/2016,1619,1.03999996185303,1962
5/2/2016,1831,1.16999995708466,2015
5/3/2016,2421,1.54999995231628,2297
5/4/2016,2283,1.46000003814697,2067
5/5/2016,0,0.0,1688
5/6/2016,0,0.0,1688
5/7/2016,0,0.0,1688
5/8/2016,0,0.0,1688
5/9/2016,0,0.0,1688
5/10/2016,0,0.0,57
4/12/2016,23186,20.3999996185303,3921
4/13/2016,15337,9.57999992370605,3566
4/14/2016,21129,18.9799995422363,3793
4/15/2016,13422,7.17000007629395,3934
4/16/2016,29326,25.2900009155273,4547
4/17/2016,15118,8.86999988555908,3545
4/18/2016,11423,8.67000007629395,2761
4/19/2016,18785,17.3999996185303,3676
4/20/2016,19948,18.1100006103516,3679
4/21/2016,19377,17.6200008392334,3659
4/22/2016,18258,16.3099994659424,3427
4/23/2016,11200,7.42999982833862,3891
4/24/2016,16674,15.7399997711182,3455
4/25/2016,12986,8.73999977111816,3802
4/26/2016,11101,8.43000030517578,2860
4/27/2016,23629,20.6499996185303,3808
4/28/2016,14890,11.3000001907349,3060
4/29/2016,9733,7.3899998664856,2698
4/30/2016,27745,26.7199993133545,4398
5/1/2016,10930,8.31999969482422,2786
5/2/2016,4790,3.64000010490417,2189
5/3/2016,10818,8.21000003814697,2817
5/4/2016,18193,16.2999992370605,3477
5/5/2016,14055,10.6700000762939,3052
5/6/2016,21727,19.3400001525879,4015
5/7/2016,12332,8.13000011444092,4142
5/8/2016,10686,8.10999965667725,2847
5/9/2016,20226,18.25,3710
5/10/2016,10733,8.14999961853027,2832
5/11/2016,21420,19.5599994659424,3832
5/12/2016,8064,6.11999988555908,1849
